OC_ANO,OC_MES,OC_DIA_SEMANA,OC_DIA,OC_PERIODO_DIA,OC_BAIRRO,OC_SUBCATEGORIA
2018,11,6,30,4,8,4
2019,11,4,6,1,44,7
2018,7,6,27,3,17,10
2016,5,1,15,3,25,5
2017,7,7,29,3,12,5
2020,8,3,4,1,5,10
2017,1,4,25,3,9,1
2017,1,4,4,3,19,7
2017,6,3,20,3,5,1
2016,3,7,19,2,7,5
2015,1,2,12,3,25,8
2016,2,2,15,3,24,7
2017,12,1,24,2,19,4
2018,11,4,28,1,5,9
2018,8,4,29,4,9,5
2019,4,7,27,1,40,9
2019,2,6,8,1,8,9
2018,10,5,4,1,25,9
2018,11,7,24,3,1,10
2015,4,2,27,1,12,4
2020,11,1,8,2,25,7
2015,4,3,21,2,25,6
2015,11,7,21,4,3,4
2015,12,7,12,3,5,4
2019,10,2,14,2,17,9
2020,7,5,23,2,9,10
2020,12,3,22,1,31,10
2018,7,1,29,4,28,5
2017,8,3,15,4,18,6
2016,6,5,23,2,3,2
2020,6,3,16,1,73,10
2016,8,3,9,2,24,9
2017,6,3,13,3,5,5
2020,12,5,24,1,56,9
2020,3,1,15,2,67,10
2019,4,7,13,1,23,9
2018,6,4,20,3,53,6
2017,11,7,4,4,19,6
2016,4,5,14,2,31,4
2016,4,7,30,4,5,4
2019,1,6,25,2,9,6
2020,9,7,26,3,47,8
2019,4,3,30,2,42,6
2016,5,5,5,2,26,9
2020,6,5,18,3,17,9
2019,2,4,20,3,30,1
2017,1,2,30,4,1,6
2018,8,5,2,4,1,3
2016,11,4,9,2,12,3
2016,8,3,9,3,19,1
2018,2,6,23,3,65,6
2016,8,7,13,3,5,1
2016,6,5,23,3,12,3
2020,7,5,16,2,17,9
2020,7,3,21,1,20,6
2018,12,1,9,3,9,3
2020,7,1,5,1,25,8
2017,2,4,15,2,24,9
2018,6,6,8,1,49,9
2020,10,2,5,2,17,9
2015,1,5,22,4,23,4
2019,8,6,9,3,59,10
2019,3,6,29,1,20,10
2016,7,5,14,2,19,5
2020,3,2,9,2,20,9
2015,6,1,28,1,31,4
2020,10,2,26,3,9,10
2018,11,4,14,3,3,10
2020,9,4,2,2,5,9
2015,7,3,28,3,47,2
2018,12,7,22,2,33,1
2016,2,3,16,2,17,4
2015,10,3,13,1,51,9
2017,3,6,24,1,19,9
2020,9,7,26,2,41,10
2020,11,4,11,1,5,9
2020,6,3,2,2,18,10
2019,11,3,19,2,5,9
2017,2,1,5,2,9,5
2018,5,6,4,3,19,1
2019,10,4,9,1,5,9
2016,10,7,1,4,19,5
2018,1,4,31,4,12,1
2016,6,4,29,3,5,1
2019,9,4,4,1,5,9
2020,5,4,20,1,31,10
2017,6,4,7,2,44,7
2018,1,3,23,2,36,7
2017,9,3,12,3,12,7
2016,7,3,5,3,5,1
2019,9,2,9,4,30,3
2015,11,3,10,1,25,1
2015,2,5,26,4,33,1
2016,5,1,1,3,10,5
2020,3,2,23,2,31,10
2020,7,4,8,4,30,9
2018,4,1,15,3,9,6
2020,3,6,20,3,25,10
2017,6,3,27,3,5,4
2018,1,2,8,1,39,5
2016,8,1,28,1,9,4
2015,8,6,14,4,4,6
2020,9,6,25,2,19,10
2020,4,6,24,2,41,10
2019,10,6,25,1,5,9
2020,6,1,21,1,17,9
2018,2,4,7,3,25,7
2018,10,7,27,4,17,4
2020,6,1,28,1,42,7
2016,12,6,9,3,19,1
2015,12,2,14,2,19,5
2016,1,7,23,2,25,1
2016,4,4,13,3,5,1
2016,9,6,23,3,1,1
2016,1,7,23,4,38,5
2017,10,5,12,3,19,9
2019,9,6,13,1,5,6
2016,2,3,9,3,25,2
2019,4,4,3,3,25,6
2016,11,4,30,3,9,3
2019,9,2,30,4,4,3
2018,11,7,3,2,69,7
2019,3,2,25,2,36,5
2016,3,1,13,3,26,1
2016,8,1,14,4,19,1
2019,11,7,2,1,1,7
2019,8,5,22,2,25,5
2020,2,7,8,2,9,8
2015,5,7,2,3,5,1
2016,10,4,5,3,9,7
2017,11,6,17,3,48,7
2015,12,5,24,3,12,5
2020,11,7,7,4,20,5
2017,10,7,28,1,9,6
2019,5,4,29,1,5,8
2015,10,4,28,3,12,8
2020,9,4,2,3,31,10
2015,5,4,6,1,11,6
2020,8,7,29,3,15,10
2016,9,1,4,3,9,5
2015,6,3,9,4,5,5
2017,2,5,16,3,7,1
2018,12,4,19,3,45,4
2020,8,5,6,2,12,9
2020,6,1,21,4,5,6
2017,6,6,9,3,25,7
2019,5,6,24,2,19,8
2015,2,4,11,3,38,4
2020,8,6,14,2,9,10
2016,11,1,20,2,34,4
2015,1,5,8,4,43,1
2019,6,6,28,2,41,9
2019,9,3,10,3,59,1
2019,6,7,22,4,55,10
2019,8,3,20,2,15,9
2017,12,4,6,3,35,6
2020,5,6,29,2,22,10
2019,2,1,17,2,11,5
2016,10,2,24,3,3,1
2018,3,5,22,3,4,6
2018,1,6,19,4,3,7
2019,9,5,5,4,9,10
2019,4,5,18,3,6,7
2015,9,5,3,2,25,1
2020,3,3,10,3,15,10
2019,3,2,4,2,5,5
2020,3,6,13,1,34,6
2018,11,2,5,3,2,4
2020,4,4,8,2,54,7
2018,9,1,9,2,42,9
2020,9,7,12,2,3,10
2016,2,4,3,1,9,5
2015,11,6,13,1,42,2
2020,7,4,29,3,9,10
2015,12,4,9,1,38,9
2016,11,4,16,3,23,5
2019,12,3,24,2,23,9
2019,4,1,28,2,25,7
2017,11,6,3,2,25,7
2020,12,5,31,3,45,1
2018,9,3,11,4,9,6
2015,8,4,12,1,5,9
2015,10,6,23,2,45,2
2020,8,5,27,2,51,9
2015,1,5,22,3,25,8
2020,6,2,8,1,23,4
2015,8,5,6,4,9,3
2016,10,5,20,2,28,1
2018,5,5,10,2,15,5
2016,5,6,6,3,8,7
2017,7,2,24,2,23,9
2018,11,1,11,2,9,7
2015,7,1,26,1,45,6
2018,7,1,8,3,9,6
2017,1,6,6,2,28,1
2019,1,4,2,1,30,5
2019,5,6,3,1,53,1
2020,7,4,15,3,24,10
2016,4,7,16,4,5,8
2018,8,5,23,2,32,9
2019,7,2,29,1,5,9
2020,7,2,13,4,9,6
2015,4,5,30,1,71,5
2015,7,4,8,3,15,8
2018,11,1,4,3,9,7
2016,9,7,17,1,11,1
2019,4,4,3,4,50,1
2019,9,4,25,2,26,9
2017,8,1,6,2,12,6
2016,3,7,19,1,5,8
2016,1,1,3,2,12,9
2016,8,7,6,4,36,1
2018,2,1,18,2,5,9
2020,4,7,18,1,51,10
2020,9,3,15,2,69,10
2016,5,4,11,3,24,7
2015,9,3,29,3,5,4
2018,6,3,26,2,2,8
2016,12,5,22,1,70,6
2016,11,3,8,3,41,7
2019,1,2,28,3,15,5
2016,1,6,29,3,1,7
2019,9,6,6,2,23,9
2020,8,5,6,2,23,9
2016,9,4,7,3,60,5
2018,10,2,15,4,28,6
2015,7,3,28,2,40,9
2016,3,7,19,4,38,4
2017,12,1,3,3,51,5
2020,7,6,17,3,33,1
2019,12,1,15,1,23,10
2015,3,3,31,4,54,4
2015,4,4,1,3,30,1
2017,12,2,25,3,54,8
2017,4,7,1,2,24,9
2020,7,4,22,3,35,9
2018,6,6,22,3,9,5
2015,7,6,17,3,28,2
2018,11,6,30,2,5,9
2018,12,7,8,3,1,5
2016,6,2,13,3,41,8
2018,7,6,27,2,25,10
2017,7,1,23,2,41,5
2017,5,4,31,2,7,9
2015,12,7,26,3,52,1
2020,8,1,30,2,19,9
2015,1,2,19,2,28,4
2017,5,4,31,3,25,6
2018,7,1,15,2,19,9
2020,7,3,28,1,5,4
2018,10,7,20,1,41,10
2017,10,4,25,3,64,9
2016,5,1,22,3,52,1
2016,4,4,27,2,11,1
2018,3,3,20,1,40,6
2020,10,3,13,1,5,5
2020,3,3,3,1,12,1
2015,1,4,21,3,4,3
2019,7,7,20,2,8,10
2019,4,7,13,3,28,10
2020,10,4,14,2,15,10
2015,8,1,2,3,23,4
2016,11,3,8,1,5,9
2020,7,6,10,2,30,10
2016,9,1,11,3,4,3
2018,1,7,20,2,42,7
2020,6,2,1,2,32,10
2016,11,5,3,1,30,2
2015,2,3,3,1,33,5
2019,6,6,7,2,3,7
2020,7,7,18,4,8,4
2015,1,5,22,3,9,6
2017,1,2,16,4,19,6
2019,7,3,23,2,36,5
2019,2,5,21,3,5,10
2015,12,6,11,3,48,5
2020,3,4,25,2,18,10
2020,7,3,7,2,5,9
2018,10,3,16,3,9,3
2018,8,7,4,3,44,10
2018,8,2,6,4,30,3
2016,1,2,4,3,29,3
2020,6,4,10,4,4,3
2015,9,6,4,3,46,9
2018,3,7,24,1,25,6
2018,10,5,18,2,28,1
2015,2,1,15,4,58,4
2015,9,2,28,3,5,1
2016,8,1,21,3,18,9
2016,7,4,13,3,5,5
2017,3,2,27,3,13,4
2020,9,5,10,4,18,1
2020,12,4,2,1,1,9
2016,3,1,6,2,12,5
2020,9,1,13,1,47,10
2016,5,7,7,4,18,1
2016,10,2,10,1,9,9
2019,1,4,30,3,30,10
2016,2,5,18,3,5,5
2019,12,2,16,2,64,9
2015,4,7,4,1,45,5
2015,6,2,1,2,64,4
2020,3,7,28,3,3,10
2015,2,6,27,3,12,4
2016,1,4,20,4,23,4
2019,9,7,21,2,38,8
2020,5,2,4,2,28,9
2018,10,2,29,4,9,3
2015,1,1,25,2,5,4
2018,1,5,25,3,35,1
2019,10,7,5,2,9,3
2018,2,4,28,3,30,8
2016,8,4,10,3,4,8
2019,9,5,5,3,29,3
2018,4,4,18,1,17,6
2015,9,5,10,2,32,5
2019,11,3,26,1,20,9
2019,5,6,10,2,5,9
2015,1,5,22,1,44,6
2020,11,4,11,1,7,8
2019,8,7,31,2,5,8
2018,11,2,26,3,18,1
2017,10,6,13,3,9,5
2015,1,7,17,2,19,1
2020,4,2,13,1,55,10
2017,1,4,11,1,4,6
2020,12,7,12,2,36,10
2019,2,1,3,1,20,5
2015,8,4,5,3,1,7
2018,11,7,3,3,18,10
2018,6,1,24,3,3,5
2018,2,7,3,2,12,6
2016,12,4,28,3,45,1
2015,11,6,6,4,9,6
2017,4,1,23,3,1,1
2018,1,2,15,1,25,1
2017,1,7,28,2,10,8
2018,9,5,6,4,25,7
2018,2,2,5,3,1,1
2020,7,2,27,3,4,10
2015,6,1,14,3,2,8
2020,8,4,26,2,25,10
2015,10,7,31,4,22,4
2015,10,4,14,2,12,1
2016,7,1,24,1,4,7
2020,1,1,12,3,58,4
2019,8,7,24,1,23,10
2019,1,5,17,4,62,5
2020,3,1,8,4,5,8
2015,8,5,27,3,58,2
2018,4,4,18,1,69,6
2015,2,5,19,3,41,3
2020,8,7,8,2,24,10
2020,7,6,10,2,30,10
2018,6,1,3,4,9,6
2020,7,5,2,3,25,10
2017,9,4,13,3,33,8
2015,4,3,21,2,41,7
2020,3,6,13,1,13,1
2015,10,4,21,1,5,1
2018,2,7,24,4,5,4
2020,5,5,7,1,19,10
2018,3,2,5,2,32,8
2016,6,6,10,3,5,4
2015,7,7,18,2,69,9
2015,8,6,21,1,12,2
2015,2,1,22,2,27,3
2015,10,1,11,4,54,3
2020,3,6,13,1,15,9
2015,7,5,9,2,44,2
2019,7,6,26,3,19,5
2018,12,5,27,2,39,5
2020,11,3,10,3,19,9
2015,9,1,20,1,19,1
2016,6,4,8,3,62,4
2017,5,1,7,3,45,8
2016,3,7,26,2,48,6
2016,2,1,21,1,51,7
2019,12,6,13,2,5,9
2020,7,5,23,2,4,9
2020,8,1,30,2,17,10
2019,10,2,21,2,5,9
2020,9,6,4,3,9,7
2015,10,7,31,3,5,7
2020,7,4,1,2,18,10
2017,6,7,24,4,28,6
2020,7,5,30,3,55,10
2019,3,2,25,2,28,10
2018,3,7,24,1,23,4
2020,7,5,16,2,25,5
2015,9,2,14,2,23,9
2020,4,6,17,1,41,10
2015,6,5,11,3,30,6
2018,12,2,17,1,48,8
2015,1,3,27,3,39,7
2020,3,7,21,2,5,2
2019,7,6,12,3,60,8
2019,12,5,12,3,56,9
2016,5,6,27,4,19,5
2020,3,5,12,3,18,10
2020,3,4,11,2,33,10
2020,7,7,11,2,47,10
2016,6,1,26,4,8,6
2016,3,6,11,3,15,5
2015,5,4,27,3,10,5
2016,12,6,16,4,5,4
2018,9,3,11,4,30,6
2017,2,7,18,4,9,3
2019,10,2,28,3,31,5
2020,9,5,24,2,30,5
2020,8,5,13,2,25,7
2015,3,3,24,3,40,5
2017,6,7,24,1,53,5
2019,12,5,12,1,5,9
2017,3,7,11,4,40,1
2015,5,4,13,3,30,5
2015,5,4,6,4,15,1
2020,2,2,17,1,23,4
2016,1,6,29,3,5,8
2019,5,1,26,2,25,5
2015,7,2,6,2,12,7
2018,4,2,23,4,9,6
2020,3,5,12,1,64,10
2016,7,2,18,1,36,2
2018,10,5,11,4,19,3
2016,4,5,21,3,25,5
2020,4,2,13,3,37,10
2017,9,6,8,2,25,1
2020,8,2,24,3,25,10
2020,10,6,2,3,17,10
2017,6,7,3,2,25,7
2016,3,4,9,1,12,1
2018,12,7,15,3,38,1
2017,8,5,3,1,9,1
2016,11,7,12,2,35,8
2016,5,1,1,3,45,1
2020,3,7,7,3,55,10
2018,8,4,15,1,25,1
2016,4,6,15,3,8,7
2020,9,3,22,3,25,7
2016,1,6,1,1,9,6
2015,4,6,10,2,1,1
2016,6,7,11,4,69,6
2019,3,5,21,1,57,5
2018,9,6,14,1,39,7
2020,9,1,6,2,25,5
2016,10,7,29,3,31,7
2016,10,6,28,2,18,1
2020,5,1,24,2,30,6
2020,8,2,10,1,4,5
2018,11,1,25,4,5,5
2020,8,7,15,1,33,10
2015,5,1,24,4,9,4
2017,1,7,14,3,6,3
2017,10,7,21,1,9,5
2020,9,4,30,3,68,9
2015,9,4,16,3,41,9
2016,3,1,13,3,25,7
2015,1,6,23,2,63,5
2015,2,3,10,4,9,2
2018,4,7,21,2,50,10
2015,4,4,15,2,10,9
2016,4,5,28,2,2,8
2015,11,3,24,4,5,1
2019,8,4,21,3,19,1
2019,3,7,23,2,64,4
2016,11,1,13,3,28,4
2017,4,7,1,2,25,7
2020,2,2,10,1,2,10
2016,2,3,23,1,25,2
2020,3,3,17,1,15,10
2020,7,7,25,1,26,10
2020,8,2,3,2,18,10
2016,9,5,8,4,50,6
2015,6,1,28,2,18,5
2020,1,5,2,2,58,5
2018,12,5,20,3,18,10
2019,3,5,7,1,18,7
2017,7,5,13,4,19,5
2019,4,5,25,1,5,9
2017,5,2,8,2,5,8
2017,4,5,20,1,35,6
2015,1,6,9,4,26,4
2016,10,7,29,3,15,8
2017,3,7,25,2,25,6
2018,4,5,5,1,12,1
2020,1,5,16,1,58,9
2020,7,7,18,1,47,10
2015,11,4,25,2,60,2
2017,7,1,16,1,25,6
2017,5,3,2,3,35,6
2018,1,6,5,1,1,1
2019,5,4,1,4,36,5
2020,3,4,25,3,19,4
2018,3,5,1,4,5,4
2015,5,4,6,3,52,1
2019,1,2,14,2,25,9
2018,5,7,12,1,25,1
2016,7,1,10,2,63,10
2015,6,6,26,3,46,9
2020,10,1,18,3,64,8
2016,1,2,18,3,50,4
2016,2,6,26,1,5,9
2018,3,5,15,2,9,1
2017,4,3,11,1,28,6
2015,4,7,25,1,3,1
2017,10,1,1,2,10,6
2017,9,4,27,1,24,6
2020,5,1,3,1,15,10
2019,10,1,6,3,30,9
2020,7,6,10,1,34,5
2018,9,3,25,3,35,10
2015,4,7,4,4,45,5
2020,7,7,18,3,52,10
2020,6,5,4,2,9,10
2020,12,5,24,2,60,10
2018,3,5,8,4,53,5
2020,8,7,1,2,31,10
2016,12,2,5,2,5,9
2018,7,3,31,2,53,1
2016,9,7,3,2,25,1
2019,11,5,7,2,5,9
2015,12,1,13,3,9,1
2017,6,4,7,1,18,6
2015,10,2,19,3,31,5
2015,4,1,12,2,25,4
2017,7,2,17,2,19,7
2020,4,1,26,2,9,10
2018,2,3,6,2,30,5
2019,4,2,1,2,49,7
2018,2,1,11,2,67,7
2018,11,5,29,3,9,7
2017,12,2,11,4,18,7
2020,12,6,25,2,25,9
2019,9,7,28,3,19,9
2020,1,7,25,2,5,10
2020,8,3,4,1,8,10
2019,6,5,20,3,19,10
2016,11,5,3,2,17,9
2020,5,5,28,1,40,10
2017,4,1,2,1,2,5
2015,7,5,2,3,24,7
2020,7,4,1,2,40,10
2020,5,4,6,2,42,10
2016,1,7,9,4,3,5
2015,9,3,8,3,10,8
2020,2,2,10,2,5,9
2020,8,5,13,2,62,10
2020,5,1,24,1,36,10
2020,5,7,2,3,31,10
2016,4,6,15,3,24,7
2015,8,2,24,1,28,9
2020,5,6,22,1,25,10
2015,8,7,1,2,25,1
2018,1,7,13,4,45,5
2015,7,5,30,3,5,4
2016,7,4,6,1,30,9
2020,9,3,29,4,27,10
2018,6,2,11,2,5,9
2015,4,5,23,1,45,9
2019,3,5,7,2,5,9
2018,11,3,13,4,40,5
2015,4,4,8,3,9,2
2017,11,6,17,3,9,7
2015,4,7,18,4,16,8
2018,10,1,7,4,15,3
2015,2,1,1,4,64,5
2017,1,6,20,3,1,6
2015,8,3,4,1,30,9
2016,3,6,18,3,28,9
2018,5,5,17,1,61,7
2016,5,1,15,1,9,5
2020,4,4,1,2,25,9
2018,8,6,31,1,5,9
2018,8,5,16,3,18,10
2015,4,5,2,3,12,8
2015,12,2,14,1,3,6
2019,3,7,9,2,5,4
2019,7,2,1,4,5,4
2020,3,3,10,1,3,10
2019,9,6,6,2,5,10
2015,9,4,9,1,19,1
2018,10,2,22,3,9,7
2016,8,5,18,3,4,3
2016,1,5,21,2,30,8
2016,2,6,19,3,62,9
2017,3,2,20,3,28,1
2020,1,6,31,3,4,5
2017,2,6,17,2,32,9
2015,3,3,24,3,9,4
2018,3,7,10,1,9,5
2016,2,3,23,3,5,5
2015,7,7,11,1,25,7
